"","Species","Number.x","Temp.Cat","Light_Value","micromol.L.s","Treatment","Run","Chamber.Vol.L","Date","micromol.s","micromol.s.blank","micromol.s.adj","surface.area.cm2","micromol.cm2.s","micromol.cm2.h","fragment_ID","Number.y","Timepoint","ID","site","genus","Morphology","mtORF","PocHistone","species","TPCBASS"
"1","POC","150","22","620",0.012651986062718,"Field","TPCBASS_Run12",0.609,2022-12-10,0.00770505951219524,-0.000197577256537843,0.00790263676873309,45.058167749236,0.000175387441689017,0.631394790080462,"POC-150","150","Dec","POC-150Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"2","POC","150","25","620",0.0142956490903482,"Field","TPCBASS_Run12",0.594,2022-12-10,0.00849161555966686,-0.000197577256537843,0.0086891928162047,104.238783626162,8.33585400168068e-05,0.300090744060505,"POC-150","150","Dec","POC-150Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"3","POC","150","28","620",0.0187977030812323,"Field","TPCBASS_Run13",0.591,2022-12-10,0.0111094425210083,-0.000998047168590014,0.0121074896895983,72.8278711221746,0.000166248024321444,0.598492887557199,"POC-150","150","Dec","POC-150Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"4","POC","150","30","620",0.0103207762742079,"Field","TPCBASS_Run13",0.595,2022-12-10,0.00614086188315372,-0.000998047168590014,0.00713890905174374,67.3879924203667,0.000105937405097501,0.381374658351005,"POC-150","150","Dec","POC-150Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"5","POC","150","32","620",0.0161991978609625,"Field","TPCBASS_Run14",0.555,2022-12-10,0.00899055481283419,-0.00292335786610762,0.0119139126789418,174.957206749665,6.8096152769452e-05,0.245146149970027,"POC-150","150","Dec","POC-150Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"6","POC","150","36","620",-0.0102590843214757,"Field","TPCBASS_Run14",0.6,2022-12-10,-0.0061554505928854,-0.00292335786610762,-0.00323209272677778,35.9770799163791,-8.98375503039734e-05,-0.323415181094304,"POC-150","150","Dec","POC-150Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"7","POC","154","22","620",0.00771522929171669,"Field","TPCBASS_Run15",0.604,2022-12-11,0.00465999849219688,-0.000104401266968326,0.00476439975916521,61.5532838127824,7.74028526838045e-05,0.278650269661696,"POC-154","154","Dec","POC-154Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"8","POC","154","25","620",0.00422377721851404,"Field","TPCBASS_Run16",0.603,2022-12-11,0.00254693766276397,-0.000413376978829279,0.00296031464159325,73.7930108918502,4.01164636842347e-05,0.144419269263245,"POC-154","154","Dec","POC-154Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"9","POC","154","28","620",0.0133138897757203,"Field","TPCBASS_Run18",0.605,2022-12-11,0.00805490331431075,-0.00122254755826864,0.00927745087257939,76.0303803579163,0.00012202294436652,0.439282599719473,"POC-154","154","Dec","POC-154Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"10","POC","154","30","620",0.00655380180616022,"Field","TPCBASS_Run17",0.607,2022-12-11,0.00397815769633925,-0.00192588765306123,0.00590404534940049,46.1549174875037,0.000127918013308094,0.460504847909139,"POC-154","154","Dec","POC-154Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
